CustomerID,TotalSales,Country
12425.0,777.2,Portugal
12426.0,582.73,Germany
12427.0,825.8,Germany
12428.0,7956.46,Finland
12429.0,3750.4,Denmark
12429.0,3750.4,Austria
12430.0,256.4,Norway
12431.0,6487.45,Australia
12431.0,6487.45,Belgium
12432.0,5059.32,Norway
12433.0,13375.87,Norway
12434.0,806.14,Australia
12435.0,7829.89,Denmark
12436.0,509.01,Norway
12437.0,4951.41,France
12438.0,2906.85,Norway
12441.0,173.55,France
12442.0,172.06,Spain
12444.0,5005.46,Norway
12445.0,133.4,Spain
12446.0,1002.3100000000001,RSA
12447.0,476.49,Belgium
12448.0,449.45,Spain
12449.0,4067.29,Belgium
12450.0,197.88,Spain
12451.0,9035.52,Switzerland
12452.0,430.57,Switzerland
12453.0,707.09,Austria
12454.0,3528.34,Spain
12455.0,2466.86,Cyprus
12455.0,2466.86,Spain
12456.0,3181.04,Switzerland
12457.0,2363.23,Switzerland
12457.0,2363.23,Cyprus
12458.0,947.4,Switzerland
12461.0,826.88,Switzerland
12462.0,1189.59,Spain
12463.0,1344.78,Belgium
12464.0,1212.05,Belgium
12465.0,742.1899999999999,Belgium
12468.0,729.5400000000001,Germany
12471.0,19824.05,Germany
12472.0,6572.11,Germany
12473.0,3938.5499999999997,Germany
12474.0,7375.79,Germany
12475.0,723.38,Germany
12476.0,6816.42,Germany
12477.0,13219.74,Germany
12478.0,680.99,Greece
12479.0,527.2,Germany
12480.0,3281.63,Germany
12481.0,5596.32,Germany
12483.0,2484.98,Sweden
12484.0,4541.72,Spain
12488.0,1298.66,France
12489.0,334.93,France
12490.0,5417.93,France
12491.0,460.40000000000003,France
12492.0,263.21000000000004,Germany
12493.0,433.74,France
12494.0,1246.1000000000001,France
12497.0,1043.1,Germany
12498.0,403.70000000000005,Germany
12500.0,4257.82,Germany
12501.0,2169.39,Germany
12502.0,3723.87,Spain
12504.0,482.04999999999995,Germany
12506.0,73.5,France
12507.0,1304.81,Spain
12508.0,398.27,France
12509.0,176.5,France
12510.0,982.5699999999999,Spain
12512.0,138.03,Israel
12513.0,612.29,France
12514.0,1017.68,Italy
12515.0,383.7,Italy
12516.0,1312.06,Germany
12517.0,2502.84,Germany
12518.0,2056.89,Germany
12519.0,340.84,Germany
12520.0,2634.26,Germany
12521.0,599.68,Germany
12522.0,192.72,Germany
12523.0,1789.77,France
12524.0,4485.72,Germany
12526.0,1316.66,Germany
12527.0,348.71000000000004,Germany
12528.0,1933.48,Germany
12530.0,1662.28,Germany
12531.0,125.22,Germany
12532.0,349.83000000000004,France
12534.0,1089.18,Germany
12535.0,716.35,France
12536.0,12601.830000000002,France
12538.0,363.95,Spain
12539.0,5568.35,Spain
12540.0,13400.24,Spain
12541.0,981.18,Spain
12544.0,372.7,Spain
12545.0,1000.39,Spain
12546.0,1161.5,Spain
12547.0,207.79999999999998,Spain
12548.0,95.19999999999999,Spain
12550.0,964.83,Spain
12551.0,168.0,Spain
12552.0,437.82,Italy
12553.0,3692.28,France
12556.0,603.71,Spain
12557.0,11990.960000000001,Spain
12558.0,269.96,USA
12559.0,561.71,Germany
12560.0,2134.01,Germany
12561.0,238.85,Germany
12562.0,3781.7400000000002,France
12564.0,456.9,France
12565.0,145.92,Saudi Arabia
12566.0,351.65,Germany
12567.0,9401.28,France
12569.0,4124.69,Germany
12571.0,519.61,France
12572.0,1020.42,Germany
12573.0,160.54000000000002,France
12574.0,218.45,France
12576.0,1315.83,Poland
12577.0,657.8,France
12578.0,2794.51,Italy
12579.0,440.42,France
12580.0,415.7,Germany
12581.0,197.71,Germany
12582.0,511.36,Finland
12583.0,7281.38,France
12584.0,2338.15,Italy
12585.0,2040.1,Germany
12586.0,196.94000000000003,Italy
12587.0,144.0,Finland
12588.0,214.89999999999998,Finland
12589.0,646.68,France
12590.0,9864.26,Germany
12591.0,452.84999999999997,Italy
12592.0,437.6,Germany
12593.0,418.09999999999997,France
12594.0,3338.2200000000003,Italy
12596.0,618.27,Spain
12597.0,3811.22,Spain
12598.0,3023.08,France
12599.0,1032.58,France
12600.0,2599.04,Germany
12601.0,577.0600000000001,Germany
12602.0,153.12,France
12603.0,739.1999999999999,Germany
12604.0,254.18,France
12607.0,1579.51,USA
12609.0,1126.85,Germany
12610.0,2099.54,Italy
12611.0,1193.32,Italy
12612.0,704.0400000000001,Germany
12613.0,3344.38,Germany
12614.0,315.6,Germany
12615.0,2291.19,France
12616.0,713.3,France
12617.0,355.53,France
12618.0,177.31,Italy
12619.0,3641.24,Germany
12620.0,1339.41,France
12621.0,13689.67,Germany
12622.0,180.1,Germany
12623.0,305.1,Germany
12624.0,641.13,France
12625.0,2683.82,Germany
12626.0,6620.48,Germany
12627.0,4478.53,Germany
12628.0,786.46,Germany
12630.0,1270.88,Finland
12631.0,640.5,Finland
12633.0,2163.98,Germany
12635.0,1689.18,Germany
12637.0,6021.9,France
12638.0,671.69,Sweden
12639.0,486.1,Sweden
12640.0,1174.58,France
12641.0,185.9,Sweden
12642.0,1013.26,Germany
12643.0,3344.64,France
12644.0,477.91,Germany
12645.0,1775.18,Germany
12646.0,1346.97,USA
12647.0,3722.82,Germany
12648.0,318.05,Germany
12649.0,623.51,Germany
12650.0,314.44,France
12651.0,114.0,France
12652.0,919.98,France
12653.0,2209.85,Israel
12654.0,601.98,Germany
12656.0,4051.17,France
12657.0,1643.18,France
12658.0,686.05,Germany
12659.0,91.68,France
12660.0,245.1,France
12662.0,3849.78,Germany
12664.0,4881.88,Finland
12665.0,63.0,Germany
12667.0,620.13,Finland
12668.0,3807.15,Germany
12669.0,2744.0299999999997,France
12670.0,2996.05,France
12672.0,225.89999999999998,France
12673.0,610.52,Germany
12674.0,1970.6,France
12676.0,1331.39,Sweden
12678.0,17628.46,France
12679.0,1113.02,France
12680.0,862.81,France
12681.0,13787.54,France
12682.0,12288.22,France
12683.0,8476.57,France
12684.0,2283.63,France
12685.0,2863.08,France
12686.0,89.14,France
12688.0,4873.8099999999995,Israel
12689.0,1247.61,France
12690.0,389.01,France
12691.0,1035.8,France
12693.0,855.91,Germany
12694.0,869.67,France
12695.0,582.1,France
12697.0,957.59,Sweden
12700.0,4939.99,France
12701.0,797.71,Germany
12702.0,219.0,Germany
12703.0,283.55,Germany
12704.0,2340.84,Finland
12705.0,6868.29,Germany
12707.0,603.42,France
12708.0,2712.91,Germany
12709.0,9736.52,Germany
12710.0,1149.02,Germany
12712.0,4396.13,Germany
12713.0,848.55,Germany
12714.0,4708.86,France
12715.0,353.86,Sweden
12716.0,1053.49,France
12717.0,1030.98,Greece
12718.0,238.25,France
12719.0,644.95,France
12720.0,5781.73,Germany
12721.0,2656.13,France
12722.0,997.63,France
12723.0,725.07,France
12724.0,1031.41,France
12725.0,427.8,Italy
12726.0,2609.1,France
12727.0,3980.7,France
12728.0,836.33,France
12729.0,453.01,France
12731.0,18895.91,France
12732.0,236.26000000000002,France
12733.0,383.95,USA
12734.0,110.39999999999999,France
12735.0,779.5699999999999,France
12736.0,234.0,France
12738.0,155.35,Germany
12739.0,1013.04,United Arab Emirates
12740.0,427.6,France
12743.0,546.43,Unspecified
12744.0,21279.29,Singapore
12747.0,4196.01,United Kingdom
12748.0,33719.73,United Kingdom
12749.0,4090.88,United Kingdom
12750.0,275.88,Poland
12752.0,4366.78,Norway
12753.0,21429.39,Japan
12754.0,3010.74,Japan
12755.0,3811.95,Japan
12756.0,112.07999999999998,Japan
12757.0,7857.1,Portugal
12758.0,2791.59,Portugal
12759.0,1531.44,Netherlands
12762.0,1898.52,Portugal
12763.0,494.08,Japan
12764.0,1693.88,Lebanon
12766.0,6989.63,Portugal
12769.0,1143.6,Brazil
12770.0,1351.45,Japan
12772.0,892.47,Portugal
12775.0,1386.04,Netherlands
12778.0,822.23,Netherlands
12779.0,3981.36,Poland
12781.0,826.74,Czech Republic
12782.0,2330.92,Portugal
12783.0,2225.91,Portugal
12784.0,574.42,Portugal
12785.0,311.95,Portugal
12787.0,463.66,Netherlands
12789.0,91.85,Netherlands
12790.0,324.92,Netherlands
12791.0,192.60000000000002,Netherlands
12792.0,400.53999999999996,Portugal
12793.0,545.48,Portugal
12794.0,860.41,Portugal
12795.0,430.48,Portugal
12797.0,254.03,Portugal
12798.0,6977.04,Japan
12802.0,427.58,Netherlands
12808.0,483.65000000000003,Portugal
12809.0,489.31,Portugal
12811.0,514.85,Portugal
12812.0,229.64000000000001,Japan
12814.0,125.92,Poland
12815.0,1063.46,Poland
12816.0,572.2,Poland
12817.0,166.04,Austria
12818.0,1542.08,Austria
12820.0,942.34,United Kingdom
12821.0,92.72,United Kingdom
12822.0,948.88,United Kingdom
12823.0,1759.5,United Kingdom
12824.0,397.12,United Kingdom
12826.0,1474.72,United Kingdom
12827.0,430.15000000000003,United Kingdom
12828.0,1018.71,United Kingdom
12829.0,293.0,United Kingdom
12830.0,6814.64,United Kingdom
12831.0,215.05,United Kingdom
12832.0,383.03,United Kingdom
12833.0,417.38,United Kingdom
12834.0,312.38,United Kingdom
12836.0,2612.86,United Kingdom
12837.0,134.1,United Kingdom
12838.0,683.13,United Kingdom
12839.0,5591.42,United Kingdom
12840.0,2726.77,United Kingdom
12841.0,4022.35,United Kingdom
12842.0,1118.99,United Kingdom
12843.0,1702.26,United Kingdom
12844.0,325.96000000000004,United Kingdom
12845.0,354.09,United Kingdom
12847.0,871.54,United Kingdom
12849.0,1050.8899999999999,United Kingdom
12851.0,135.18,United Kingdom
12852.0,311.55,United Kingdom
12853.0,1957.1000000000001,United Kingdom
12854.0,1324.5,United Kingdom
12855.0,38.1,United Kingdom
12856.0,2179.93,United Kingdom
12857.0,1106.4,United Kingdom
12863.0,521.2,United Kingdom
12864.0,147.12,United Kingdom
12865.0,1568.23,Austria
12866.0,559.12,Belgium
12867.0,4036.82,United Kingdom
12868.0,1607.0600000000002,United Kingdom
12871.0,380.64,United Kingdom
12872.0,599.97,United Kingdom
12873.0,374.0,United Kingdom
12875.0,343.2300000000001,United Kingdom
12876.0,2218.02,Belgium
12877.0,1535.77,United Kingdom
12878.0,854.99,United Kingdom
12879.0,573.22,United Kingdom
12881.0,298.0,United Kingdom
12882.0,1463.04,United Kingdom
12883.0,703.47,United Kingdom
12884.0,309.05,United Kingdom
12885.0,1175.22,United Kingdom
12886.0,1378.4,United Kingdom
12888.0,354.12,United Kingdom
12890.0,380.46999999999997,United Kingdom
12891.0,331.0,United Kingdom
12893.0,188.14,United Kingdom
12895.0,372.8,United Kingdom
12897.0,216.5,United Kingdom
12901.0,17654.54,United Kingdom
12902.0,138.68,United Kingdom
12904.0,509.58,United Kingdom
12906.0,2919.81,United Kingdom
12908.0,750.0,United Kingdom
12909.0,2178.67,United Kingdom
12910.0,3075.04,United Kingdom
12912.0,1662.3,United Kingdom
12913.0,2483.63,United Kingdom
12915.0,363.65,United Kingdom
12916.0,3006.15,United Kingdom
12917.0,594.0,United Kingdom
12919.0,1335.19,United Kingdom
12920.0,164.23,United Kingdom
12921.0,16587.09,United Kingdom
12922.0,405.38,United Kingdom
12923.0,176.97,United Kingdom
12924.0,933.7,United Kingdom
12925.0,694.05,United Kingdom
12928.0,2062.7000000000003,United Kingdom
12929.0,117.85,United Kingdom
12930.0,415.8,United Kingdom
12931.0,42055.96,United Kingdom
12933.0,607.53,United Kingdom
12935.0,2160.7,United Kingdom
12936.0,1063.9,United Kingdom
12937.0,1504.27,United Kingdom
12938.0,114.14,United Kingdom
12939.0,11581.8,United Kingdom
12940.0,913.54,United Kingdom
12942.0,683.9,United Kingdom
12944.0,604.51,United Kingdom
12945.0,462.95,United Kingdom
12947.0,1603.99,United Kingdom
12948.0,2064.95,United Kingdom
12949.0,4167.22,United Kingdom
12950.0,1843.0,United Kingdom
12951.0,1064.07,United Kingdom
12952.0,1387.79,United Kingdom
12953.0,329.85,United Kingdom
12955.0,4757.16,United Kingdom
12956.0,108.07,United Kingdom
12957.0,4017.54,United Kingdom
12962.0,266.39,United Kingdom
12963.0,1856.63,United Kingdom
12965.0,771.91,United Kingdom
12966.0,160.18,United Kingdom
12967.0,1660.9,United Kingdom
12968.0,135.95,United Kingdom
12970.0,452.24,United Kingdom
12971.0,11189.91,United Kingdom
12974.0,144.8,United Kingdom
12976.0,738.6,United Kingdom
12977.0,39.239999999999995,United Kingdom
12980.0,7374.900000000001,United Kingdom
12981.0,372.21999999999997,United Kingdom
12982.0,390.54,United Kingdom
12984.0,97.5,United Kingdom
12985.0,1239.38,United Kingdom
12987.0,558.7,United Kingdom
12988.0,535.32,United Kingdom
12989.0,6924.110000000001,United Kingdom
12990.0,409.5,United Kingdom
12991.0,503.76,United Kingdom
12993.0,414.76,United Kingdom
12994.0,974.4200000000001,United Kingdom
12995.0,211.32,United Kingdom
12997.0,1226.89,United Kingdom
12999.0,455.88,United Kingdom
13000.0,534.85,United Kingdom
13001.0,9818.82,United Kingdom
13002.0,120.94999999999999,United Kingdom
13003.0,149.05,United Kingdom
13004.0,5655.91,United Kingdom
13005.0,513.7,United Kingdom
13006.0,81.57,United Kingdom
13008.0,229.46999999999997,United Kingdom
13011.0,50.550000000000004,United Kingdom
13012.0,1661.8400000000001,United Kingdom
13013.0,4810.9400000000005,United Kingdom
13014.0,3466.2799999999997,United Kingdom
13015.0,3346.28,United Kingdom
13016.0,789.89,United Kingdom
13017.0,204.0,United Kingdom
13018.0,7277.7,United Kingdom
13021.0,2616.38,United Kingdom
13023.0,689.9,United Kingdom
13026.0,975.36,United Kingdom
13027.0,6912.0,United Kingdom
13028.0,661.3199999999999,United Kingdom
13029.0,1247.5,United Kingdom
13030.0,799.48,United Kingdom
13032.0,1010.18,United Kingdom
13033.0,190.55,United Kingdom
13034.0,642.77,United Kingdom
13035.0,921.88,United Kingdom
13037.0,881.07,United Kingdom
13038.0,908.46,United Kingdom
13040.0,676.99,United Kingdom
13043.0,516.42,United Kingdom
13044.0,560.47,United Kingdom
13045.0,305.28000000000003,United Kingdom
13046.0,629.31,United Kingdom
13047.0,3237.54,United Kingdom
13048.0,1835.91,United Kingdom
13049.0,656.6800000000001,United Kingdom
13050.0,5836.86,United Kingdom
13052.0,348.15000000000003,United Kingdom
13055.0,1214.41,United Kingdom
13058.0,271.40000000000003,United Kingdom
13059.0,183.4,United Kingdom
13060.0,307.53,United Kingdom
13061.0,248.61,United Kingdom
13062.0,346.98,United Kingdom
13064.0,1119.49,United Kingdom
13065.0,205.86,United Kingdom
13066.0,470.8,United Kingdom
13067.0,115.46000000000001,United Kingdom
13068.0,344.0,United Kingdom
13069.0,4436.12,United Kingdom
13070.0,228.8,United Kingdom
13072.0,177.15,United Kingdom
13075.0,919.61,United Kingdom
13077.0,729.27,United Kingdom
13078.0,12627.94,United Kingdom
13079.0,220.10000000000002,United Kingdom
13080.0,58.08,United Kingdom
13081.0,28337.38,United Kingdom
13082.0,3613.63,United Kingdom
13083.0,303.75,United Kingdom
13085.0,416.08000000000004,United Kingdom
13089.0,58825.83,United Kingdom
13090.0,8910.82,United Kingdom
13091.0,345.82,United Kingdom
13092.0,477.83,United Kingdom
13093.0,7832.47,United Kingdom
13094.0,1927.3200000000002,United Kingdom
13095.0,74.39999999999999,United Kingdom
13097.0,6010.42,United Kingdom
13098.0,28882.44,United Kingdom
13099.0,207.35999999999999,United Kingdom
13101.0,101.19,United Kingdom
13102.0,6424.09,United Kingdom
13103.0,243.94,United Kingdom
13104.0,1098.48,United Kingdom
13106.0,76.5,United Kingdom
13107.0,1531.6200000000001,United Kingdom
13108.0,350.06,United Kingdom
13109.0,786.54,United Kingdom
13110.0,1488.67,United Kingdom
13113.0,12245.960000000001,United Kingdom
13115.0,2294.78,United Kingdom
13116.0,501.14,United Kingdom
13117.0,984.91,United Kingdom
13118.0,1197.81,United Kingdom
13120.0,30.599999999999998,United Kingdom
13121.0,283.73,United Kingdom
13122.0,922.39,United Kingdom
13124.0,3866.33,United Kingdom
13126.0,2099.64,United Kingdom
13127.0,259.17,United Kingdom
13130.0,64.0,United Kingdom
13131.0,1073.3,United Kingdom
13132.0,77.3,United Kingdom
13133.0,109.8,United Kingdom
13134.0,1793.58,United Kingdom
13135.0,3096.0,United Kingdom
13136.0,2607.61,United Kingdom
13137.0,3650.41,United Kingdom
13138.0,962.39,United Kingdom
13139.0,5064.94,United Kingdom
13140.0,423.72,United Kingdom
13141.0,2388.75,United Kingdom
13142.0,307.09,United Kingdom
13144.0,110.95,United Kingdom
13145.0,618.52,United Kingdom
13146.0,228.91,United Kingdom
13147.0,712.8000000000001,United Kingdom
13148.0,3707.12,United Kingdom
13149.0,1676.06,United Kingdom
13151.0,1257.8700000000001,United Kingdom
13153.0,486.22,United Kingdom
13155.0,971.76,United Kingdom
13157.0,1741.22,United Kingdom
13158.0,1201.06,United Kingdom
13159.0,1437.85,United Kingdom
13160.0,91.8,United Kingdom
13161.0,112.75,United Kingdom
13162.0,1688.29,United Kingdom
13165.0,1021.48,United Kingdom
13166.0,417.2,United Kingdom
13167.0,791.33,United Kingdom
13168.0,1319.19,United Kingdom
13169.0,712.88,United Kingdom
13170.0,116.00999999999999,United Kingdom
13171.0,468.41,United Kingdom
13173.0,353.65,United Kingdom
13174.0,2817.03,United Kingdom
13176.0,492.84,United Kingdom
13177.0,282.45,United Kingdom
13178.0,5725.47,United Kingdom
13182.0,121.18,United Kingdom
13183.0,3957.78,United Kingdom
13184.0,1701.29,United Kingdom
13185.0,71.4,United Kingdom
13186.0,1575.89,United Kingdom
13187.0,236.02,United Kingdom
13188.0,114.60000000000001,United Kingdom
13189.0,260.68,United Kingdom
13192.0,911.94,United Kingdom
13193.0,117.88,United Kingdom
13194.0,60.7,United Kingdom
13196.0,1797.78,United Kingdom
13198.0,3401.2400000000002,United Kingdom
13199.0,9817.12,United Kingdom
13200.0,870.09,United Kingdom
13203.0,869.46,United Kingdom
13207.0,250.26000000000002,United Kingdom
13208.0,1223.9,United Kingdom
13209.0,5891.61,United Kingdom
13210.0,353.48,United Kingdom
13211.0,1197.42,United Kingdom
13212.0,788.08,United Kingdom
13213.0,1520.58,United Kingdom
13216.0,333.74,United Kingdom
13217.0,533.98,United Kingdom
13218.0,62.63999999999999,United Kingdom
13220.0,819.2900000000001,United Kingdom
13221.0,847.41,United Kingdom
13223.0,163.20000000000002,United Kingdom
13224.0,2155.95,United Kingdom
13225.0,6463.84,United Kingdom
13226.0,108.21000000000001,United Kingdom
13227.0,257.7,United Kingdom
13228.0,358.0,United Kingdom
13229.0,160.95,United Kingdom
13230.0,2806.97,United Kingdom
13232.0,1357.6,United Kingdom
13233.0,605.12,United Kingdom
13235.0,1031.07,United Kingdom
13236.0,744.85,United Kingdom
13238.0,700.73,United Kingdom
13239.0,329.56,United Kingdom
13240.0,663.65,United Kingdom
13242.0,270.40000000000003,United Kingdom
13243.0,600.07,United Kingdom
13244.0,121.74000000000001,United Kingdom
13245.0,430.5,United Kingdom
13246.0,1987.3,United Kingdom
13247.0,501.12,United Kingdom
13248.0,465.68,United Kingdom
13249.0,711.41,United Kingdom
13253.0,1030.4,United Kingdom
13255.0,399.51,United Kingdom
13258.0,698.58,United Kingdom
13259.0,292.32,United Kingdom
13260.0,557.62,United Kingdom
13261.0,944.1,United Kingdom
13262.0,200.29,United Kingdom
13263.0,7454.07,United Kingdom
13265.0,2107.66,United Kingdom
13266.0,3834.2599999999998,United Kingdom
13267.0,4521.49,United Kingdom
13268.0,3214.69,United Kingdom
13269.0,5346.2300000000005,United Kingdom
13270.0,590.0,United Kingdom
13271.0,217.38,United Kingdom
13272.0,276.56,United Kingdom
13273.0,138.98,United Kingdom
13276.0,590.9300000000001,United Kingdom
13277.0,258.4,United Kingdom
13278.0,542.73,United Kingdom
13279.0,137.75,United Kingdom
13280.0,814.86,United Kingdom
13282.0,1132.14,United Kingdom
13283.0,93.66,United Kingdom
13284.0,201.19,United Kingdom
13285.0,2709.12,United Kingdom
13291.0,361.11,United Kingdom
13292.0,578.9399999999999,United Kingdom
13294.0,873.74,United Kingdom
13295.0,201.20000000000002,United Kingdom
13296.0,87.4,United Kingdom
13297.0,2089.85,United Kingdom
13298.0,360.0,United Kingdom
13299.0,142.5,United Kingdom
13300.0,371.89,United Kingdom
13301.0,618.09,United Kingdom
13302.0,63.75,United Kingdom
13304.0,300.42,United Kingdom
13305.0,2000.86,United Kingdom
13307.0,15.0,United Kingdom
13308.0,1385.51,United Kingdom
13309.0,1456.79,United Kingdom
13310.0,1132.03,United Kingdom
13311.0,598.57,United Kingdom
13313.0,1555.32,United Kingdom
13314.0,775.94,United Kingdom
13316.0,5977.7300000000005,United Kingdom
13317.0,2273.68,United Kingdom
13318.0,640.76,United Kingdom
13319.0,10845.550000000001,United Kingdom
13320.0,1548.7,United Kingdom
13321.0,567.36,United Kingdom
13322.0,199.48000000000002,United Kingdom
13323.0,787.85,United Kingdom
13324.0,7121.95,United Kingdom
13325.0,675.3,United Kingdom
13327.0,3627.77,United Kingdom
13328.0,1308.48,United Kingdom
13329.0,789.0,United Kingdom
13330.0,1140.93,United Kingdom
13332.0,350.9,United Kingdom
13334.0,3536.82,United Kingdom
13336.0,795.12,United Kingdom
13338.0,487.02,United Kingdom
13339.0,860.12,United Kingdom
13340.0,10736.48,United Kingdom
13341.0,775.85,United Kingdom
13343.0,353.43,United Kingdom
13344.0,2543.72,United Kingdom
13345.0,389.5,United Kingdom
13347.0,341.36,United Kingdom
13348.0,233.76,United Kingdom
13349.0,247.32,United Kingdom
13350.0,979.12,United Kingdom
13351.0,373.94,United Kingdom
13352.0,397.97999999999996,United Kingdom
13354.0,743.53,United Kingdom
13355.0,674.7,United Kingdom
13356.0,768.24,United Kingdom
13357.0,609.95,United Kingdom
13358.0,439.03,United Kingdom
13359.0,439.56,United Kingdom
13362.0,3090.7400000000002,United Kingdom
13363.0,992.5,United Kingdom
13364.0,134.95999999999998,United Kingdom
13365.0,2225.37,United Kingdom
13366.0,56.160000000000004,United Kingdom
13368.0,623.4,United Kingdom
13369.0,308.28000000000003,United Kingdom
13370.0,754.87,United Kingdom
13372.0,378.64,United Kingdom
13373.0,3312.25,United Kingdom
13375.0,778.65,United Kingdom
13376.0,1019.76,United Kingdom
13379.0,572.56,United Kingdom
13381.0,3639.31,United Kingdom
13382.0,222.99,United Kingdom
13384.0,4151.93,United Kingdom
13385.0,534.57,United Kingdom
13388.0,677.1,United Kingdom
13389.0,797.96,United Kingdom
13390.0,544.08,United Kingdom
13391.0,59.8,United Kingdom
13394.0,2520.02,United Kingdom
13395.0,307.72,United Kingdom
13396.0,1360.99,United Kingdom
13397.0,1544.13,United Kingdom
13398.0,457.34,United Kingdom
13402.0,621.23,United Kingdom
13403.0,75.0,United Kingdom
13404.0,252.49,United Kingdom
13405.0,572.451,United Kingdom
13408.0,28117.04,United Kingdom
13410.0,1003.06,United Kingdom
13411.0,213.55,United Kingdom
13414.0,1390.5,United Kingdom
13416.0,712.5,United Kingdom
13417.0,640.83,United Kingdom
13418.0,6127.43,United Kingdom
13419.0,221.06,United Kingdom
13420.0,159.85,United Kingdom
13421.0,1851.08,United Kingdom
13422.0,2626.3,United Kingdom
13425.0,1624.21,United Kingdom
13426.0,3641.32,United Kingdom
13427.0,582.6,United Kingdom
13428.0,218.47,United Kingdom
13429.0,1006.8,United Kingdom
13430.0,679.45,United Kingdom
13431.0,1269.1,United Kingdom
13434.0,534.24,United Kingdom
13435.0,3809.8900000000003,United Kingdom
13436.0,196.89,United Kingdom
13437.0,3408.06,United Kingdom
13439.0,283.71,United Kingdom
13441.0,296.64,United Kingdom
13447.0,1129.14,United Kingdom
13448.0,3539.37,United Kingdom
13449.0,291.88,United Kingdom
13450.0,2043.7199999999998,United Kingdom
13451.0,2976.15,United Kingdom
13452.0,590.0,United Kingdom
13453.0,356.97999999999996,United Kingdom
13455.0,1058.34,United Kingdom
13456.0,1766.72,United Kingdom
13458.0,9646.57,United Kingdom
13460.0,183.44,United Kingdom
13461.0,1445.0,United Kingdom
13462.0,151.5,United Kingdom
13464.0,674.68,United Kingdom
13466.0,307.9,United Kingdom
13467.0,1083.71,United Kingdom
13468.0,5704.97,United Kingdom
13470.0,165.0,United Kingdom
13471.0,2531.58,United Kingdom
13473.0,422.64,United Kingdom
13474.0,229.59,United Kingdom
13475.0,1431.78,United Kingdom
13476.0,1238.47,United Kingdom
13477.0,1454.58,United Kingdom
13479.0,300.95,United Kingdom
13481.0,1804.56,United Kingdom
13482.0,184.64,United Kingdom
13483.0,140.34,United Kingdom
13484.0,313.8,United Kingdom
13485.0,454.24,United Kingdom
13486.0,1122.41,United Kingdom
13487.0,575.4,United Kingdom
13488.0,8968.31,United Kingdom
13489.0,449.52,United Kingdom
13491.0,1215.82,United Kingdom
13492.0,1269.84,Switzerland
13493.0,618.63,Switzerland
13494.0,316.26000000000005,United Kingdom
13495.0,2044.8700000000001,United Kingdom
13496.0,653.33,United Kingdom
13497.0,348.05,United Kingdom
13499.0,1159.11,United Kingdom
13500.0,1166.77,United Kingdom
13501.0,1340.32,Switzerland
13502.0,292.0,United Kingdom
13503.0,216.85,United Kingdom
13504.0,295.93,United Kingdom
13505.0,4393.63,Switzerland
13506.0,458.52,United Kingdom
13507.0,2479.16,United Kingdom
13508.0,110.97,United Kingdom
13509.0,979.72,United Kingdom
13510.0,1791.56,United Kingdom
13512.0,251.21,United Kingdom
13513.0,205.1,United Kingdom
13514.0,152.20000000000002,United Kingdom
13515.0,891.12,United Kingdom
13516.0,1389.41,United Kingdom
13517.0,2128.42,United Kingdom
13518.0,659.4399999999999,United Kingdom
13519.0,122.75,United Kingdom
13520.0,3624.35,Switzerland
13521.0,1093.65,United Kingdom
13522.0,125.80000000000001,United Kingdom
13523.0,3964.88,United Kingdom
13524.0,680.1800000000001,United Kingdom
13525.0,628.78,United Kingdom
